Code,Cause,ISO3,Year,Sex,Age Group,Population,Deaths,Death rate per 100 000 population,DALY,DALY rate per 100 000 population
970,Epilepsy,AUS,2016,FMLE,YEARS65-69,596806,5.94,1.0,640.75,107.36
1570,Drowning,AUS,2016,FMLE,YEARS65-69,596806,5.01,0.84,143.89,24.11
110,Diarrhoeal diseases,AUS,2016,FMLE,YEARS65-69,596806,4.95,0.83,438.94,73.55
1330,Skin diseases,AUS,2016,FMLE,YEARS65-69,596806,3.96,0.66,1772.86,297.06
1220,Peptic ulcer disease,AUS,2016,FMLE,YEARS65-69,596806,3.96,0.66,122.72,20.56
1620,Interpersonal violence,AUS,2016,FMLE,YEARS65-69,596806,3.51,0.59,486.58,81.53
1540,Poisonings,AUS,2016,FMLE,YEARS65-69,596806,3.01,0.5,135.24,22.66
1560,"Fire, heat and hot substances",AUS,2016,FMLE,YEARS65-69,596806,3.01,0.5,494.77,82.9
1244,Inflammatory bowel disease,AUS,2016,FMLE,YEARS65-69,596806,2.97,0.5,245.18,41.08
850,Schizophrenia,AUS,2016,FMLE,YEARS65-69,596806,2.97,0.5,1723.44,288.78
550,Protein-energy malnutrition,AUS,2016,FMLE,YEARS65-69,596806,2.97,0.5,231.31,38.76
753,Larynx cancer,AUS,2016,FMLE,YEARS65-69,596806,2.16,0.36,63.41,10.62
1248,Pancreatitis,AUS,2016,FMLE,YEARS65-69,596806,1.98,0.33,84.79,14.21
1240,Appendicitis,AUS,2016,FMLE,YEARS65-69,596806,0.99,0.17,30.25,5.07
1360,Osteoarthritis,AUS,2016,FMLE,YEARS65-69,596806,0.99,0.17,10738.4,1799.31
580,Iron-deficiency anaemia,AUS,2016,FMLE,YEARS65-69,596806,0.99,0.17,252.87,42.37
30,Tuberculosis,AUS,2016,FMLE,YEARS65-69,596806,1.0,0.17,41.98,7.03
170,Meningitis,AUS,2016,FMLE,YEARS65-69,596806,0.99,0.17,44.95,7.53
100,HIV/AIDS,AUS,2016,FMLE,YEARS65-69,596806,1.0,0.17,40.08,6.72
200,Acute hepatitis C,AUS,2016,FMLE,YEARS65-69,596806,0.99,0.17,24.88,4.17
190,Acute hepatitis B,AUS,2016,FMLE,YEARS65-69,596806,0.95,0.16,33.93,5.69
186,Acute hepatitis A,AUS,2016,FMLE,YEARS65-69,596806,0.21,0.04,11.15,1.87
1580,Natural disasters,AUS,2016,FMLE,YEARS65-69,596806,0.26,0.04,8.02,1.34
1630,Collective violence and legal intervention,AUS,2016,FMLE,YEARS65-69,596806,0.08,0.01,2.45,0.41
205,Acute hepatitis E,AUS,2016,FMLE,YEARS65-69,596806,0.04,0.01,1.95,0.33
220,Malaria,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.47,0.08
250,Schistosomiasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
295,Echinococcosis,AUS,2016,FMLE,YEARS65-69,596806,0.02,0.0,1.61,0.27
300,Dengue,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,14.68,2.46
310,Trachoma,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.11,0.02
315,Yellow fever,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
320,Rabies,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
340,Ascariasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
180,Encephalitis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,3.94,0.66
400,Upper respiratory infections,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,369.98,61.99
410,Otitis media,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,33.84,5.67
420,Maternal conditions,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
490,Neonatal conditions,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,626.3,104.94
50,Syphilis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.28,0.05
60,Chlamydia,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.01,0.0
70,Gonorrhoea,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.01,0.0
80,Trichomoniasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,19.35,3.24
85,Genital herpes,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,29.6,4.96
130,Whooping cough,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
150,Measles,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
560,Iodine deficiency,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,16.74,2.8
570,Vitamin A deficiency,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
740,Prostate cancer,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
742,Testicular cancer,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
880,Anxiety disorders,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,3100.1,519.45
890,Eating disorders,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,118.37,19.83
910,Childhood behavioural disorders,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,11.84,1.98
920,Idiopathic intellectual disability,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,130.03,21.79
811,Thalassaemias,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,7.24,1.21
812,Sickle cell disorders and trait,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,1.51,0.25
830,Depressive disorders,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,5144.56,862.02
840,Bipolar disorder,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,1524.08,255.37
1575,Exposure to mechanical forces,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,2571.59,430.89
1470,Oral conditions,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,7289.0,1221.33
1505,Sudden infant death syndrome,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
1370,Gout,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,491.08,82.28
1380,Back and neck pain,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,7606.32,1274.5
1280,Benign prostatic hyperplasia,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
1290,Urolithiasis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,23.42,3.92
1310,Infertility,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,1660.69,278.26
1241,Gastritis and duodenitis,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,208.25,34.89
990,Migraine,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,1865.3,312.55
1000,Non-migraine headache,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,535.71,89.76
1030,Glaucoma,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,177.07,29.67
1040,Cataracts,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,502.64,84.22
1050,Uncorrected refractive errors,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,2213.34,370.86
1060,Macular degeneration,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,223.03,37.37
1070,Other vision loss,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,922.98,154.65
1080,Other hearing loss,AUS,2016,FMLE,YEARS65-69,596806,0.0,0.0,6054.65,1014.51
1130,Ischaemic heart disease,AUS,2016,MLE,YEARS65-69,579672,924.78,159.54,23869.27,4117.72
680,"Trachea, bronchus, lung cancers",AUS,2016,MLE,YEARS65-69,579672,696.83,120.21,17103.83,2950.6
650,Colon and rectum cancers,AUS,2016,MLE,YEARS65-69,579672,373.92,64.51,9832.1,1696.15
1180,Chronic obstructive pulmonary disease,AUS,2016,MLE,YEARS65-69,579672,322.83,55.69,11855.83,2045.27
740,Prostate cancer,AUS,2016,MLE,YEARS65-69,579672,272.8,47.06,9156.31,1579.57
1140,Stroke,AUS,2016,MLE,YEARS65-69,579672,245.52,42.35,7519.67,1297.23
800,Diabetes mellitus,AUS,2016,MLE,YEARS65-69,579672,217.25,37.48,14879.78,2566.93
670,Pancreas cancer,AUS,2016,MLE,YEARS65-69,579672,205.2,35.4,5006.14,863.62
760,"Lymphomas, multiple myeloma",AUS,2016,MLE,YEARS65-69,579672,183.07,31.58,4805.66,829.03
690,Melanoma and other skin cancers,AUS,2016,MLE,YEARS65-69,579672,182.17,31.43,5064.52,873.69
660,Liver cancer,AUS,2016,MLE,YEARS65-69,579672,181.47,31.31,4421.79,762.81
630,Oesophagus cancer,AUS,2016,MLE,YEARS65-69,579672,161.61,27.88,3945.13,680.58
751,Brain and nervous system cancers,AUS,2016,MLE,YEARS65-69,579672,135.36,23.35,3305.8,570.29
770,Leukaemia,AUS,2016,MLE,YEARS65-69,579672,123.2,21.25,3129.38,539.85
1230,Cirrhosis of the liver,AUS,2016,MLE,YEARS65-69,579672,119.63,20.64,2937.49,506.75
950,Alzheimer disease and other dementias,AUS,2016,MLE,YEARS65-69,579672,119.63,20.64,4475.31,772.04
620,Mouth and oropharynx cancers,AUS,2016,MLE,YEARS65-69,579672,115.65,19.95,2873.29,495.68
640,Stomach cancer,AUS,2016,MLE,YEARS65-69,579672,110.31,19.03,2740.44,472.76
1610,Self-harm,AUS,2016,MLE,YEARS65-69,579672,96.42,16.63,2515.04,433.87
745,Kidney cancer,AUS,2016,MLE,YEARS65-69,579672,93.14,16.07,2372.81,409.34
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2016,MLE,YEARS65-69,579672,89.97,15.52,2543.43,438.77
1270,Kidney diseases,AUS,2016,MLE,YEARS65-69,579672,71.18,12.28,2878.65,496.6
755,Mesothelioma,AUS,2016,MLE,YEARS65-69,579672,69.56,12.0,1722.93,297.22
750,Bladder cancer,AUS,2016,MLE,YEARS65-69,579672,68.47,11.81,1850.38,319.21
390,Lower respiratory infections,AUS,2016,MLE,YEARS65-69,579672,57.34,9.89,1417.67,244.56
960,Parkinson disease,AUS,2016,MLE,YEARS65-69,579672,44.49,7.68,1749.08,301.74
860,Alcohol use disorders,AUS,2016,MLE,YEARS65-69,579672,44.49,7.68,2532.88,436.95
1120,Hypertensive heart disease,AUS,2016,MLE,YEARS65-69,579672,42.51,7.33,1172.52,202.27
1530,Road injury,AUS,2016,MLE,YEARS65-69,579672,37.53,6.47,2110.28,364.05
1550,Falls,AUS,2016,MLE,YEARS65-69,579672,36.78,6.34,6785.98,1170.66
753,Larynx cancer,AUS,2016,MLE,YEARS65-69,579672,23.54,4.06,630.05,108.69
870,Drug use disorders,AUS,2016,MLE,YEARS65-69,579672,20.8,3.59,902.81,155.74
1400,Congenital anomalies,AUS,2016,MLE,YEARS65-69,579672,17.8,3.07,629.61,108.61
980,Multiple sclerosis,AUS,2016,MLE,YEARS65-69,579672,16.81,2.9,536.79,92.6
1242,Paralytic ileus and intestinal obstruction,AUS,2016,MLE,YEARS65-69,579672,16.81,2.9,441.14,76.1
752,Gallbladder and biliary tract cancer,AUS,2016,MLE,YEARS65-69,579672,16.05,2.77,397.43,68.56
1246,Gallbladder and biliary diseases,AUS,2016,MLE,YEARS65-69,579672,14.83,2.56,680.58,117.41
200,Acute hepatitis C,AUS,2016,MLE,YEARS65-69,579672,13.84,2.39,335.0,57.79
1248,Pancreatitis,AUS,2016,MLE,YEARS65-69,579672,11.86,2.05,328.87,56.73
970,Epilepsy,AUS,2016,MLE,YEARS65-69,579672,9.89,1.71,719.4,124.1
1220,Peptic ulcer disease,AUS,2016,MLE,YEARS65-69,579672,9.89,1.71,269.26,46.45
1330,Skin diseases,AUS,2016,MLE,YEARS65-69,579672,9.89,1.71,1642.52,283.35
1350,Rheumatoid arthritis,AUS,2016,MLE,YEARS65-69,579672,9.89,1.71,879.46,151.72
1575,Exposure to mechanical forces,AUS,2016,MLE,YEARS65-69,579672,8.95,1.54,6414.88,1106.64
754,Thyroid cancer,AUS,2016,MLE,YEARS65-69,579672,8.57,1.48,236.67,40.83
1620,Interpersonal violence,AUS,2016,MLE,YEARS65-69,579672,7.54,1.3,1113.13,192.03
1110,Rheumatic heart disease,AUS,2016,MLE,YEARS65-69,579672,6.92,1.19,212.24,36.61
1570,Drowning,AUS,2016,MLE,YEARS65-69,579672,5.96,1.03,153.53,26.49
100,HIV/AIDS,AUS,2016,MLE,YEARS65-69,579672,5.99,1.03,218.71,37.73
550,Protein-energy malnutrition,AUS,2016,MLE,YEARS65-69,579672,4.94,0.85,235.9,40.7
1560,"Fire, heat and hot substances",AUS,2016,MLE,YEARS65-69,579672,3.98,0.69,676.67,116.73
1190,Asthma,AUS,2016,MLE,YEARS65-69,579672,3.95,0.68,1219.82,210.43
850,Schizophrenia,AUS,2016,MLE,YEARS65-69,579672,3.95,0.68,1508.38,260.21
700,Breast cancer,AUS,2016,MLE,YEARS65-69,579672,3.21,0.55,91.25,15.74
110,Diarrhoeal diseases,AUS,2016,MLE,YEARS65-69,579672,2.97,0.51,457.04,78.84
1244,Inflammatory bowel disease,AUS,2016,MLE,YEARS65-69,579672,2.97,0.51,261.04,45.03
190,Acute hepatitis B,AUS,2016,MLE,YEARS65-69,579672,2.48,0.43,73.59,12.7
1240,Appendicitis,AUS,2016,MLE,YEARS65-69,579672,1.98,0.34,56.02,9.66
920,Idiopathic intellectual disability,AUS,2016,MLE,YEARS65-69,579672,1.98,0.34,139.83,24.12
1380,Back and neck pain,AUS,2016,MLE,YEARS65-69,579672,1.98,0.34,6703.59,1156.45
742,Testicular cancer,AUS,2016,MLE,YEARS65-69,579672,1.08,0.19,31.7,5.47
840,Bipolar disorder,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,1412.7,243.71
410,Otitis media,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,63.38,10.93
490,Neonatal conditions,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,479.71,82.76
580,Iron-deficiency anaemia,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,170.16,29.35
1360,Osteoarthritis,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,6237.04,1075.96
1370,Gout,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,1818.12,313.65
1540,Poisonings,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,77.28,13.33
1241,Gastritis and duodenitis,AUS,2016,MLE,YEARS65-69,579672,0.99,0.17,211.86,36.55
205,Acute hepatitis E,AUS,2016,MLE,YEARS65-69,579672,0.48,0.08,12.65,2.18
1580,Natural disasters,AUS,2016,MLE,YEARS65-69,579672,0.33,0.06,10.92,1.88
1630,Collective violence and legal intervention,AUS,2016,MLE,YEARS65-69,579672,0.09,0.02,3.35,0.58
186,Acute hepatitis A,AUS,2016,MLE,YEARS65-69,579672,0.1,0.02,8.81,1.52
400,Upper respiratory infections,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,390.74,67.41
30,Tuberculosis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,18.13,3.13
50,Syphilis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1.53,0.26
60,Chlamydia,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.13,0.02
70,Gonorrhoea,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.11,0.02
80,Trichomoniasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.66,0.11
85,Genital herpes,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,17.53,3.02
130,Whooping cough,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
140,Diphtheria,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
150,Measles,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
160,Tetanus,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
170,Meningitis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,16.42,2.83
180,Encephalitis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1.62,0.28
220,Malaria,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
230,African trypanosomiasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
240,Chagas disease,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.63,0.11
250,Schistosomiasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
260,Leishmaniasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
270,Lymphatic filariasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
280,Onchocerciasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
285,Cysticercosis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
295,Echinococcosis,AUS,2016,MLE,YEARS65-69,579672,0.02,0.0,1.66,0.29
300,Dengue,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,12.73,2.2
310,Trachoma,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.1,0.02
315,Yellow fever,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
320,Rabies,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
340,Ascariasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
350,Trichuriasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
360,Hookworm disease,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
362,Food-bourne trematodes,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
365,Leprosy,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
420,Maternal conditions,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
560,Iodine deficiency,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,12.82,2.21
570,Vitamin A deficiency,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
710,Cervix uteri cancer,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
720,Corpus uteri cancer,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
730,Ovary cancer,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
811,Thalassaemias,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,3.86,0.67
812,Sickle cell disorders and trait,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1.02,0.18
830,Depressive disorders,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,3905.38,673.72
1470,Oral conditions,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,3959.89,683.13
1505,Sudden infant death syndrome,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
1280,Benign prostatic hyperplasia,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1532.43,264.36
1290,Urolithiasis,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,73.36,12.66
1310,Infertility,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
1320,Gynecological diseases,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
880,Anxiety disorders,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1708.01,294.65
890,Eating disorders,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,0.0,0.0
900,Autism and Asperger syndrome,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,446.16,76.97
910,Childhood behavioural disorders,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,22.98,3.96
990,Migraine,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,1138.7,196.44
1000,Non-migraine headache,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,392.13,67.65
1030,Glaucoma,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,124.71,21.51
1040,Cataracts,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,399.44,68.91
1050,Uncorrected refractive errors,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,2049.68,353.59
1060,Macular degeneration,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,130.2,22.46
1070,Other vision loss,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,893.02,154.06
1080,Other hearing loss,AUS,2016,MLE,YEARS65-69,579672,0.0,0.0,9856.81,1700.41
680,"Trachea, bronchus, lung cancers",AUS,2016,FMLE,YEARS70-74,453114,580.47,128.11,11679.73,2577.66
1130,Ischaemic heart disease,AUS,2016,FMLE,YEARS70-74,453114,437.32,96.51,9834.14,2170.35
1180,Chronic obstructive pulmonary disease,AUS,2016,FMLE,YEARS70-74,453114,409.96,90.48,13419.05,2961.52
700,Breast cancer,AUS,2016,FMLE,YEARS70-74,453114,356.92,78.77,8276.7,1826.63
650,Colon and rectum cancers,AUS,2016,FMLE,YEARS70-74,453114,286.71,63.28,6228.79,1374.66
1140,Stroke,AUS,2016,FMLE,YEARS70-74,453114,248.8,54.91,7348.8,1621.84
950,Alzheimer disease and other dementias,AUS,2016,FMLE,YEARS70-74,453114,221.72,48.93,8049.57,1776.5
670,Pancreas cancer,AUS,2016,FMLE,YEARS70-74,453114,178.76,39.45,3576.86,789.4
760,"Lymphomas, multiple myeloma",AUS,2016,FMLE,YEARS70-74,453114,158.98,35.09,3411.49,752.9
800,Diabetes mellitus,AUS,2016,FMLE,YEARS70-74,453114,152.59,33.68,10494.11,2316.0
730,Ovary cancer,AUS,2016,FMLE,YEARS70-74,453114,115.5,25.49,2368.43,522.7
770,Leukaemia,AUS,2016,FMLE,YEARS70-74,453114,100.58,22.2,2105.3,464.63
660,Liver cancer,AUS,2016,FMLE,YEARS70-74,453114,82.35,18.17,1644.33,362.9
1270,Kidney diseases,AUS,2016,FMLE,YEARS70-74,453114,80.65,17.8,2771.73,611.71
720,Corpus uteri cancer,AUS,2016,FMLE,YEARS70-74,453114,75.46,16.65,1608.18,354.92
390,Lower respiratory infections,AUS,2016,FMLE,YEARS70-74,453114,64.21,14.17,1291.91,285.12
690,Melanoma and other skin cancers,AUS,2016,FMLE,YEARS70-74,453114,61.65,13.61,1823.53,402.44
751,Brain and nervous system cancers,AUS,2016,FMLE,YEARS70-74,453114,60.57,13.37,1221.91,269.67
1150,"Cardiomyopathy, myocarditis, endocarditis",AUS,2016,FMLE,YEARS70-74,453114,50.16,11.07,1219.84,269.21
630,Oesophagus cancer,AUS,2016,FMLE,YEARS70-74,453114,47.58,10.5,962.53,212.43
640,Stomach cancer,AUS,2016,FMLE,YEARS70-74,453114,46.51,10.26,956.68,211.13
1550,Falls,AUS,2016,FMLE,YEARS70-74,453114,43.28,9.55,6521.39,1439.24
960,Parkinson disease,AUS,2016,FMLE,YEARS70-74,453114,38.12,8.41,1220.45,269.35
710,Cervix uteri cancer,AUS,2016,FMLE,YEARS70-74,453114,37.03,8.17,788.06,173.92
745,Kidney cancer,AUS,2016,FMLE,YEARS70-74,453114,34.61,7.64,734.39,162.08
1230,Cirrhosis of the liver,AUS,2016,FMLE,YEARS70-74,453114,34.11,7.53,703.78,155.32
1242,Paralytic ileus and intestinal obstruction,AUS,2016,FMLE,YEARS70-74,453114,32.1,7.08,665.38,146.85
620,Mouth and oropharynx cancers,AUS,2016,FMLE,YEARS70-74,453114,31.36,6.92,643.91,142.11
1120,Hypertensive heart disease,AUS,2016,FMLE,YEARS70-74,453114,31.1,6.86,811.84,179.17
750,Bladder cancer,AUS,2016,FMLE,YEARS70-74,453114,28.12,6.21,623.01,137.5
752,Gallbladder and biliary tract cancer,AUS,2016,FMLE,YEARS70-74,453114,28.12,6.21,568.02,125.36
1610,Self-harm,AUS,2016,FMLE,YEARS70-74,453114,26.79,5.91,692.41,152.81
1330,Skin diseases,AUS,2016,FMLE,YEARS70-74,453114,23.07,5.09,1831.61,404.23
755,Mesothelioma,AUS,2016,FMLE,YEARS70-74,453114,22.71,5.01,459.27,101.36
1110,Rheumatic heart disease,AUS,2016,FMLE,YEARS70-74,453114,22.07,4.87,516.72,114.04
1530,Road injury,AUS,2016,FMLE,YEARS70-74,453114,19.48,4.3,1181.88,260.84
1350,Rheumatoid arthritis,AUS,2016,FMLE,YEARS70-74,453114,19.06,4.21,1600.42,353.2
1190,Asthma,AUS,2016,FMLE,YEARS70-74,453114,15.05,3.32,1725.43,380.79
980,Multiple sclerosis,AUS,2016,FMLE,YEARS70-74,453114,15.05,3.32,468.81,103.46
1246,Gallbladder and biliary diseases,AUS,2016,FMLE,YEARS70-74,453114,14.05,3.1,699.73,154.43
1220,Peptic ulcer disease,AUS,2016,FMLE,YEARS70-74,453114,10.03,2.21,222.22,49.04
1400,Congenital anomalies,AUS,2016,FMLE,YEARS70-74,453114,10.03,2.21,356.22,78.62
870,Drug use disorders,AUS,2016,FMLE,YEARS70-74,453114,9.7,2.14,369.93,81.64
754,Thyroid cancer,AUS,2016,FMLE,YEARS70-74,453114,8.65,1.91,207.3,45.75
110,Diarrhoeal diseases,AUS,2016,FMLE,YEARS70-74,453114,7.02,1.55,430.75,95.06
200,Acute hepatitis C,AUS,2016,FMLE,YEARS70-74,453114,5.02,1.11,99.95,22.06
970,Epilepsy,AUS,2016,FMLE,YEARS70-74,453114,5.02,1.11,526.57,116.21
860,Alcohol use disorders,AUS,2016,FMLE,YEARS70-74,453114,4.01,0.88,490.22,108.19
1248,Pancreatitis,AUS,2016,FMLE,YEARS70-74,453114,4.01,0.88,112.26,24.78
1244,Inflammatory bowel disease,AUS,2016,FMLE,YEARS70-74,453114,4.01,0.88,195.02,43.04
1560,"Fire, heat and hot substances",AUS,2016,FMLE,YEARS70-74,453114,3.09,0.68,379.95,83.85
1380,Back and neck pain,AUS,2016,FMLE,YEARS70-74,453114,3.01,0.66,6083.64,1342.63
850,Schizophrenia,AUS,2016,FMLE,YEARS70-74,453114,3.01,0.66,1048.32,231.36
550,Protein-energy malnutrition,AUS,2016,FMLE,YEARS70-74,453114,3.01,0.66,188.74,41.65
753,Larynx cancer,AUS,2016,FMLE,YEARS70-74,453114,2.16,0.48,52.75,11.64
1570,Drowning,AUS,2016,FMLE,YEARS70-74,453114,2.06,0.45,59.67,13.17
1575,Exposure to mechanical forces,AUS,2016,FMLE,YEARS70-74,453114,2.06,0.45,2082.16,459.52
